country,team,player,position,dob,tour,start,end,place,prize,startelo64,endelo64
South Korea,Eyes of Tiger,pyung,3,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
Philippines,Eyes of Tiger,cast,4,1987-05-12,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
,Eyes of Tiger,lly,5,,Nexon Sponsorship League Season 2,2013-11-30,2013-12-28,4,2844.0,,
Ukraine,Natus Vincere,xboct,1,1990-12-29,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,3,4000.0,1367.4315659629485,1320.23433254246
Ukraine,Natus Vincere,dendi,2,1989-12-30,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,3,4000.0,1367.4315659629485,1320.23433254246
Ukraine,Natus Vincere,funn1k,3,1992-11-16,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,3,4000.0,1367.4315659629485,1320.23433254246
Germany,Natus Vincere,kuroky,4,1992-10-28,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,3,4000.0,1367.4315659629485,1320.23433254246
Estonia,Natus Vincere,puppey,5,1990-03-06,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,3,4000.0,1367.4315659629485,1320.23433254246
Sweden,Fnatic,era,1,1995-09-03,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,2,7000.0,1171.9023820619145,1383.3354747578815
Germany,Fnatic,h4nn1,2,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,2,7000.0,1171.9023820619145,1383.3354747578815
Finland,Fnatic,trixi,3,1989-12-28,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,2,7000.0,1171.9023820619145,1383.3354747578815
Israel,Fnatic,fly,4,1993-03-09,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,2,7000.0,1171.9023820619145,1383.3354747578815
USA,Fnatic,fly,4,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,2,7000.0,1171.9023820619145,1383.3354747578815
Denmark,Fnatic,n0tail,5,1993-10-08,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,2,7000.0,1171.9023820619145,1383.3354747578815
Sweden,Alliance,loda,1,1988-03-19,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,3,4000.0,1443.0150405624875,1308.8138572275693
Sweden,Alliance,s4,2,1992-04-01,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,3,4000.0,1443.0150405624875,1308.8138572275693
Sweden,Alliance,admiralbulldog,3,1990-12-19,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,3,4000.0,1443.0150405624875,1308.8138572275693
Sweden,Alliance,akke,4,1988-05-26,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,3,4000.0,1443.0150405624875,1308.8138572275693
Sweden,Alliance,egm,5,1991-06-04,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,3,4000.0,1443.0150405624875,1308.8138572275693
,Team ONE,grizine,1,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
France,Team ONE,funzii,2,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
Croatia,Team ONE,mitch,3,1992-04-27,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
Bosnia and Herzegovina,Team ONE,milan,4,1995-06-23,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
,Team ONE,buktop,5,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
,Team aAa,sev,1,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
,Team aAa,banz,2,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
,Team aAa,tsigtaosky,3,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
,Team aAa,spidah,4,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
,Team aAa,vladtepes,5,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
,Sigma.int,sockshka,1,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,1237.564822005277
Germany,Sigma.int,fata,2,1993-02-24,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,1237.564822005277
Denmark,Sigma.int,miggel,3,1987-12-16,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,1237.564822005277
France,Sigma.int,7ckngmad,4,1992-05-11,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,1237.564822005277
Germany,Sigma.int,pas,5,1992-10-25,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,1237.564822005277
South Korea,StarTale,jyu,1,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
South Korea,StarTale,mp,2,1994-04-16,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
,StarTale,ksh,3,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
,StarTale,gandhi,4,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
,StarTale,tenbird,5,,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,5,2000.0,,
China,Vici Gaming,sylar,1,1993-12-20,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,1,12000.0,,1467.3894827583715
China,Vici Gaming,super,2,1993-01-04,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,1,12000.0,,1467.3894827583715
China,Vici Gaming,rotk,3,1992-03-13,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,1,12000.0,,1467.3894827583715
China,Vici Gaming,fy,4,1995-02-12,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,1,12000.0,,1467.3894827583715
China,Vici Gaming,fenrir,5,1989-01-18,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,1,12000.0,,1467.3894827583715
Sweden,Alliance,loda,1,1988-03-19,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,3,7500.0,1410.8893317213249,1179.8747277256255
Sweden,Alliance,s4,2,1992-04-01,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,3,7500.0,1410.8893317213249,1179.8747277256255
Sweden,Alliance,admiralbulldog,3,1990-12-19,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,3,7500.0,1410.8893317213249,1179.8747277256255
Sweden,Alliance,akke,4,1988-05-26,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,3,7500.0,1410.8893317213249,1179.8747277256255
Sweden,Alliance,egm,5,1991-06-04,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,3,7500.0,1410.8893317213249,1179.8747277256255
Sweden,Fnatic,era,1,1995-09-03,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,2,15000.0,1342.3021349860528,1241.2445341181144
Germany,Fnatic,h4nn1,2,,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,2,15000.0,1342.3021349860528,1241.2445341181144
Finland,Fnatic,trixi,3,1989-12-28,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,2,15000.0,1342.3021349860528,1241.2445341181144
Denmark,Fnatic,n0tail,4,1993-10-08,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,2,15000.0,1342.3021349860528,1241.2445341181144
Israel,Fnatic,fly,5,1993-03-09,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,2,15000.0,1342.3021349860528,1241.2445341181144
USA,Fnatic,fly,5,,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,2,15000.0,1342.3021349860528,1241.2445341181144
Ukraine,Natus Vincere,xboct,1,1990-12-29,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,1,25000.0,1385.7664376330374,1459.0431797719864
Ukraine,Natus Vincere,dendi,2,1989-12-30,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,1,25000.0,1385.7664376330374,1459.0431797719864
Ukraine,Natus Vincere,funn1k,3,1992-11-16,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,1,25000.0,1385.7664376330374,1459.0431797719864
Estonia,Natus Vincere,puppey,4,1990-03-06,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,1,25000.0,1385.7664376330374,1459.0431797719864
Germany,Natus Vincere,kuroky,5,1992-10-28,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,1,25000.0,1385.7664376330374,1459.0431797719864
Russia,Virtus.Pro,blowyourbrain,1,1992-10-03,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,913.1002789758397,942.4284674706287
Russia,Virtus.Pro,g,2,1992-04-16,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,913.1002789758397,942.4284674706287
Russia,Virtus.Pro,lightofheaven,3,1988-01-04,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,913.1002789758397,942.4284674706287
Russia,Virtus.Pro,ns,4,1988-09-24,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,913.1002789758397,942.4284674706287
Russia,Virtus.Pro,arsart,5,1988-08-12,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,913.1002789758397,942.4284674706287
Germany,Team Liquid,qojqva,1,,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,1169.5501507615027,1116.3012219499706
Canada,Team Liquid,tc,2,1992-04-04,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,1169.5501507615027,1116.3012219499706
USA,Team Liquid,bulba,3,1991-07-10,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,1169.5501507615027,1116.3012219499706
USA,Team Liquid,fluffnstuff,4,1992-08-02,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,1169.5501507615027,1116.3012219499706
,Team Liquid,wayto,5,,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,1169.5501507615027,1116.3012219499706
USA,Evil Geniuses,fear,1,1988-02-19,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,1154.6969338550814,1010.9962482353312
USA,Evil Geniuses,mss,2,,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,1154.6969338550814,1010.9962482353312
USA,Evil Geniuses,universe,3,1989-10-11,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,1154.6969338550814,1010.9962482353312
Canada,Evil Geniuses,jeyo,4,1993-04-19,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,1154.6969338550814,1010.9962482353312
USA,Evil Geniuses,fogged,5,1989-12-12,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,4,2500.0,1154.6969338550814,1010.9962482353312
Sweden,Alliance,loda,1,1988-03-19,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1366.9346900415135,1277.204854199471
Sweden,Alliance,s4,2,1992-04-01,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1366.9346900415135,1277.204854199471
Sweden,Alliance,admiralbulldog,3,1990-12-19,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1366.9346900415135,1277.204854199471
Sweden,Alliance,egm,4,1991-06-04,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1366.9346900415135,1277.204854199471
Sweden,Alliance,akke,5,1988-05-26,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1366.9346900415135,1277.204854199471
Ukraine,Natus Vincere,xboct,1,1990-12-29,MLG Championship Columbus,2013-11-22,2013-11-24,3,13696.0,1251.5466536546055,1339.4100224195183
Ukraine,Natus Vincere,dendi,2,1989-12-30,MLG Championship Columbus,2013-11-22,2013-11-24,3,13696.0,1251.5466536546055,1339.4100224195183
Ukraine,Natus Vincere,funn1k,3,1992-11-16,MLG Championship Columbus,2013-11-22,2013-11-24,3,13696.0,1251.5466536546055,1339.4100224195183
Estonia,Natus Vincere,puppey,4,1990-03-06,MLG Championship Columbus,2013-11-22,2013-11-24,3,13696.0,1251.5466536546055,1339.4100224195183
Germany,Natus Vincere,kuroky,5,1992-10-28,MLG Championship Columbus,2013-11-22,2013-11-24,3,13696.0,1251.5466536546055,1339.4100224195183
Sweden,Fnatic,era,1,1995-09-03,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1203.475906834145,1220.5557992020904
Germany,Fnatic,h4nn1,2,,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1203.475906834145,1220.5557992020904
Finland,Fnatic,trixi,3,1989-12-28,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1203.475906834145,1220.5557992020904
Denmark,Fnatic,n0tail,4,1993-10-08,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1203.475906834145,1220.5557992020904
Israel,Fnatic,fly,5,1993-03-09,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1203.475906834145,1220.5557992020904
USA,Fnatic,fly,5,,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1203.475906834145,1220.5557992020904
USA,Evil Geniuses,fear,1,1988-02-19,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1055.8312531388506,1046.689394618705
USA,Evil Geniuses,mss,2,,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1055.8312531388506,1046.689394618705
USA,Evil Geniuses,universe,3,1989-10-11,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1055.8312531388506,1046.689394618705
Canada,Evil Geniuses,jeyo,4,1993-04-19,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1055.8312531388506,1046.689394618705
USA,Evil Geniuses,fogged,5,1989-12-12,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1055.8312531388506,1046.689394618705
Germany,Team Liquid,qojqva,1,,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1312.130151791461,1199.365446432959
Canada,Team Liquid,tc,2,1992-04-04,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1312.130151791461,1199.365446432959
USA,Team Liquid,bulba,3,1991-07-10,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1312.130151791461,1199.365446432959
USA,Team Liquid,fluffnstuff,4,1992-08-02,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1312.130151791461,1199.365446432959
,Team Liquid,wayto,5,,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,1312.130151791461,1199.365446432959
Canada,Speed Gaming.int,eternalenvy,1,1991-07-02,MLG Championship Columbus,2013-11-22,2013-11-24,1,68480.0,,
Canada,Speed Gaming.int,arteezy,2,1996-07-01,MLG Championship Columbus,2013-11-22,2013-11-24,1,68480.0,,
Netherlands,Speed Gaming.int,singsing,3,1991-06-19,MLG Championship Columbus,2013-11-22,2013-11-24,1,68480.0,,
,Speed Gaming.int,aui_2000,4,,MLG Championship Columbus,2013-11-22,2013-11-24,1,68480.0,,
Sweden,Speed Gaming.int,pieliedie,5,,MLG Championship Columbus,2013-11-22,2013-11-24,1,68480.0,,
China,Team DK,burning,1,1988-04-02,MLG Championship Columbus,2013-11-22,2013-11-24,2,27392.0,1238.1533514205155,1325.2598811894388
Malaysia,Team DK,mushi,2,1990-11-27,MLG Championship Columbus,2013-11-22,2013-11-24,2,27392.0,1238.1533514205155,1325.2598811894388
Singapore,Team DK,iceiceice,3,1990-06-17,MLG Championship Columbus,2013-11-22,2013-11-24,2,27392.0,1238.1533514205155,1325.2598811894388
China,Team DK,lanm,4,1989-12-25,MLG Championship Columbus,2013-11-22,2013-11-24,2,27392.0,1238.1533514205155,1325.2598811894388
China,Team DK,mmy,5,1989-09-10,MLG Championship Columbus,2013-11-22,2013-11-24,2,27392.0,1238.1533514205155,1325.2598811894388
France,Sigma.int,paris,1,1992-08-19,MLG Championship Columbus,2013-11-22,2013-11-24,3,13696.0,1215.9865075693624,1249.388369247597
Germany,Sigma.int,fata,2,1993-02-24,MLG Championship Columbus,2013-11-22,2013-11-24,3,13696.0,1215.9865075693624,1249.388369247597
Denmark,Sigma.int,miggel,3,1987-12-16,MLG Championship Columbus,2013-11-22,2013-11-24,3,13696.0,1215.9865075693624,1249.388369247597
France,Sigma.int,7ckngmad,4,1992-05-11,MLG Championship Columbus,2013-11-22,2013-11-24,3,13696.0,1215.9865075693624,1249.388369247597
Germany,Sigma.int,pas,5,1992-10-25,MLG Championship Columbus,2013-11-22,2013-11-24,3,13696.0,1215.9865075693624,1249.388369247597
,Pretty Boy Swag,sleisel,1,,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,,
USA,Pretty Boy Swag,ryuuboruz,2,,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,,
USA,Pretty Boy Swag,cak3z,3,,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,,
,Pretty Boy Swag,ima_sheepsux,4,,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,,
Canada,Pretty Boy Swag,jubei,5,,MLG Championship Columbus,2013-11-22,2013-11-24,5,2739.0,,
Ukraine,Natus Vincere,xboct,1,1990-12-29,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,1,12500.0,1302.7801662796358,1220.1847500381186
Ukraine,Natus Vincere,dendi,2,1989-12-30,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,1,12500.0,1302.7801662796358,1220.1847500381186
Ukraine,Natus Vincere,funn1k,3,1992-11-16,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,1,12500.0,1302.7801662796358,1220.1847500381186
Germany,Natus Vincere,kuroky,4,1992-10-28,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,1,12500.0,1302.7801662796358,1220.1847500381186
Estonia,Natus Vincere,puppey,5,1990-03-06,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,1,12500.0,1302.7801662796358,1220.1847500381186
Russia,Virtus.Pro,blowyourbrain,1,1992-10-03,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,4,1500.0,1022.978750791234,990.0060286677873
,Virtus.Pro,god,2,,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,4,1500.0,1022.978750791234,990.0060286677873
Russia,Virtus.Pro,lightofheaven,3,1988-01-04,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,4,1500.0,1022.978750791234,990.0060286677873
Russia,Virtus.Pro,ns,4,1988-09-24,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,4,1500.0,1022.978750791234,990.0060286677873
Russia,Virtus.Pro,arsart,5,1988-08-12,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,4,1500.0,1022.978750791234,990.0060286677873
Russia,Team Empire,silent,1,1992-12-03,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,2,7500.0,1305.900770124046,1303.8031648431954
Ukraine,Team Empire,resolut1on,2,1996-09-02,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,2,7500.0,1305.900770124046,1303.8031648431954
Ukraine,Team Empire,mag,3,1990-05-10,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,2,7500.0,1305.900770124046,1303.8031648431954
Ukraine,Team Empire,alwayswannafly,4,1991-03-06,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,2,7500.0,1305.900770124046,1303.8031648431954
Russia,Team Empire,vanskor,5,1995-01-20,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,2,7500.0,1305.900770124046,1303.8031648431954
Belarus,Power Rangers,chshrct,1,1990-09-05,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,3,3500.0,1019.2084729419788,1084.2751752710642
Belarus,Power Rangers,moonlight,2,,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,3,3500.0,1019.2084729419788,1084.2751752710642
Belarus,Power Rangers,zxc,3,,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,3,3500.0,1019.2084729419788,1084.2751752710642
Belarus,Power Rangers,fng,4,1995-09-24,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,3,3500.0,1019.2084729419788,1084.2751752710642
Belarus,Power Rangers,j4,5,1992-05-12,Techlabs Cup 2013 Grand Finals,2013-11-16,2013-11-17,3,3500.0,1019.2084729419788,1084.2751752710642
Sweden,Alliance,loda,1,1988-03-19,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,2,6000.0,1428.8111472613855,1476.1932207800912
Sweden,Alliance,s4,2,1992-04-01,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,2,6000.0,1428.8111472613855,1476.1932207800912
Sweden,Alliance,admiralbulldog,3,1990-12-19,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,2,6000.0,1428.8111472613855,1476.1932207800912
Sweden,Alliance,akke,4,1988-05-26,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,2,6000.0,1428.8111472613855,1476.1932207800912
Sweden,Alliance,egm,5,1991-06-04,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,2,6000.0,1428.8111472613855,1476.1932207800912
Ukraine,Natus Vincere,xboct,1,1990-12-29,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,1,13000.0,1345.3679037122952,1296.2932517569648
Ukraine,Natus Vincere,dendi,2,1989-12-30,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,1,13000.0,1345.3679037122952,1296.2932517569648
Ukraine,Natus Vincere,funn1k,3,1992-11-16,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,1,13000.0,1345.3679037122952,1296.2932517569648
Estonia,Natus Vincere,puppey,4,1990-03-06,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,1,13000.0,1345.3679037122952,1296.2932517569648
Germany,Natus Vincere,kuroky,5,1992-10-28,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,1,13000.0,1345.3679037122952,1296.2932517569648
Russia,Team Empire,silent,1,1992-12-03,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,4,2000.0,1182.887150981945,1318.7940666640468
Russia,Team Empire,scandal,2,1991-12-04,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,4,2000.0,1182.887150981945,1318.7940666640468
Ukraine,Team Empire,mag,3,1990-05-10,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,4,2000.0,1182.887150981945,1318.7940666640468
Ukraine,Team Empire,alwayswannafly,4,1991-03-06,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,4,2000.0,1182.887150981945,1318.7940666640468
Russia,Team Empire,vanskor,5,1995-01-20,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,4,2000.0,1182.887150981945,1318.7940666640468
France,Flipsid3 Tactics,paris,1,1992-08-19,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,4,2000.0,,
Germany,Flipsid3 Tactics,fata,2,1993-02-24,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,4,2000.0,,
,Flipsid3 Tactics,exist,3,,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,4,2000.0,,
Denmark,Flipsid3 Tactics,miggel,4,1987-12-16,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,4,2000.0,,
France,Flipsid3 Tactics,7ckngmad,5,1992-05-11,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,4,2000.0,,
Canada,Team Liquid,tc,1,1992-04-04,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,3,4000.0,1140.176846515462,1342.8446101934214
Germany,Team Liquid,qojqva,2,,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,3,4000.0,1140.176846515462,1342.8446101934214
USA,Team Liquid,bulba,3,1991-07-10,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,3,4000.0,1140.176846515462,1342.8446101934214
Canada,Team Liquid,waytosexy,4,1993-12-08,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,3,4000.0,1140.176846515462,1342.8446101934214
USA,Team Liquid,fluffnstuff,5,1992-08-02,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,3,4000.0,1140.176846515462,1342.8446101934214
Russia,Virtus.pro,lightofheaven,1,1988-01-04,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,4,2000.0,986.6988747172857,1165.8279359911205
Russia,Virtus.pro,g,2,1992-04-16,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,4,2000.0,986.6988747172857,1165.8279359911205
Ukraine,Virtus.pro,resolut1on,3,1996-09-02,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,4,2000.0,986.6988747172857,1165.8279359911205
